Scenario,fault,faultinf,Patient,init_bg,alert,alert_num,hazard_num,sub_TN,sub_FN,sub_TP,sub_FP,T1,T2,T3,Latency(T2-T1),Reaction time(T3-t2),mttf(T3-T1),Iteration_number
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,80,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,103,87,103,0,9,73.0,73.0,99.0,0.0,26.0,26.0,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,140,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,101,88,101,0,10,73.0,73.0,101.0,0.0,28.0,28.0,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,180,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,93,97,93,0,9,73.0,73.0,109.0,0.0,36.0,36.0,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,86,105,86,0,8,73.0,73.0,116.0,0.0,43.0,43.0,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,71,119,71,0,9,73.0,73.0,131.0,0.0,58.0,58.0,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,74,117,74,0,8,73.0,73.0,128.0,0.0,55.0,55.0,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,100,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,115,74,115,0,10,73.0,73.0,68.0,0.0,-5.0,invalid,200
3,7,if _>=73 and _<199:||loaded_suggested_data["rate"]-=2.14||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,120,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,106,83,106,0,10,73.0,73.0,96.0,0.0,23.0,23.0,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,0,192,0,0,7,186.0,25.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,186.0,27.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,186.0,29.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,186.0,25.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,180,row_37||row_37||row_37||row_37||row_37||row_37,6,0,193,0,0,6,186.0,24.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,186.0,27.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,100,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,191,0,0,8,186.0,25.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,140,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,186.0,29.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,120,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,160,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,80,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,280,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,200,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,260,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,240,row_6,1,0,198,0,0,1,186.0,65.0,N/A,invalid,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,160,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,80,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,140,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,180,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,220,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,320,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,300,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,100,N/A,0,6,193,6,0,0,186.0,N/A,68.0,N/A,N/A,invalid,200
3,5,if _>=186 and _<186:||loaded_suggested_data["rate"]-=1.44||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,120,N/A,0,0,199,0,0,0,186.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,0,192,0,0,7,99.0,25.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,99.0,27.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,99.0,29.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,99.0,25.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,180,row_37||row_37||row_37||row_37||row_37||row_37,6,0,193,0,0,6,99.0,24.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,191,0,0,8,99.0,27.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,100,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,191,0,0,8,99.0,25.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,140,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,99.0,29.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,120,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,160,row_37,1,0,198,0,0,1,99.0,28.0,N/A,invalid,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,80,row_31,1,0,198,0,0,1,99.0,150.0,N/A,51.0,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,280,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,200,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,260,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,240,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,160,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,80,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,140,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,180,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,220,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,320,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,300,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,100,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,1,if _>=99 and _<133:||loaded_suggested_data["rate"]-=0.16||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,120,N/A,0,0,199,0,0,0,99.0,N/A,N/A,N/A,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,14,6,179,6,0,14,51.0,25.0,104.0,invalid,79.0,53.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,15,0,184,0,0,15,51.0,27.0,N/A,invalid,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,15,0,184,0,0,15,51.0,29.0,N/A,invalid,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,16,0,183,0,0,16,51.0,25.0,N/A,invalid,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,180,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,12,12,175,12,0,12,51.0,24.0,100.0,invalid,76.0,49.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31,17,0,182,0,0,17,51.0,27.0,N/A,invalid,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,100,row_1||row_37||row_37||row_37||row_37||row_37,6,14,180,13,1,5,51.0,98.0,99.0,47.0,1.0,48.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,14,0,185,0,0,14,51.0,25.0,N/A,invalid,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,140,row_1||row_37||row_37||row_37||row_37||row_37||row_37,7,13,180,12,1,6,51.0,98.0,100.0,47.0,2.0,49.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,17,0,182,0,0,17,51.0,29.0,N/A,invalid,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,120,row_1||row_37||row_37||row_37||row_37,5,16,179,15,1,4,51.0,98.0,98.0,47.0,0.0,47.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,160,row_37||row_1||row_37||row_37||row_37||row_37,6,8,185,8,0,6,51.0,28.0,103.0,invalid,75.0,52.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,80,row_1||row_37||row_37||row_37||row_37||row_37,6,6,187,6,0,6,51.0,98.0,104.0,47.0,6.0,53.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,11,0,188,0,0,11,51.0,51.0,N/A,0.0,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,33,157,33,0,9,51.0,51.0,93.0,0.0,42.0,42.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,0,189,0,0,10,51.0,51.0,N/A,0.0,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,18,171,18,0,10,51.0,51.0,102.0,0.0,51.0,51.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,160,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,45,145,45,0,9,51.0,51.0,84.0,0.0,33.0,33.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,80,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,56,136,56,0,7,51.0,51.0,75.0,0.0,24.0,24.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,140,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,53,137,53,0,9,51.0,51.0,77.0,0.0,26.0,26.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,180,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,38,153,38,0,8,51.0,51.0,89.0,0.0,38.0,38.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,26,164,26,0,9,51.0,51.0,97.0,0.0,46.0,46.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,12,0,187,0,0,12,51.0,51.0,N/A,0.0,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,12,0,187,0,0,12,51.0,51.0,N/A,0.0,N/A,N/A,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,100,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,68,124,68,0,7,51.0,51.0,64.0,0.0,13.0,13.0,200
3,12,if _>=51 and _<91:||loaded_suggested_data["rate"]-=3.42||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientA,120,row_3||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,68,122,68,0,9,51.0,5.0,63.0,invalid,58.0,12.0,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,0,192,0,0,7,165.0,25.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,165.0,27.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,165.0,29.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,165.0,25.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,180,row_37||row_37||row_37,3,0,196,0,0,3,165.0,27.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,165.0,27.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,100,N/A,0,0,199,0,0,0,165.0,N/A,N/A,N/A,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,191,0,0,8,165.0,25.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,140,N/A,0,0,199,0,0,0,165.0,N/A,N/A,N/A,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31,10,0,189,0,0,10,165.0,29.0,N/A,invalid,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,120,N/A,0,0,199,0,0,0,165.0,N/A,N/A,N/A,N/A,N/A,200
3,3,if _>=165 and _<168:||loaded_suggested_data["rate"]-=0.74||if loaded_suggested_data["rate"]<0:||  loaded_suggested_data["rate"]= 0,patientH,160,row_31,1,0,198,0,0,1,165.0,102.0,N/A,invalid,N/A,N/A,200
